audio_path,audio_filename.wav,subtitle,text_for_tts,original_english
\voice\frozen_order\move_to_pole_row,3.wav,du musst zurück in die Pole-Reihe fahren,du musst zurück in die Pole-Reihe fahren,you need to move back to the pole row
\voice\frozen_order\move_to_pole_row,4.wav,du musst zum Polreihen zurückkehren,du musst zum Polreihen zurückkehren,you need to move back to the pole row
\voice\frozen_order\move_to_pole_row,5.wav,zur Pole-Position zurückkehren,zur Pole-Position zurückkehren,move back to the pole row
\voice\frozen_order\move_to_pole_row,6.wav,du musst zurück in die Pole-Reihe,du musst zurück in die Pole-Reihe,you need to move back to the pole row
\voice\frozen_order\pace_car_just_left,31_op_prefix_ok.wav,der Sicherheitswagen ist gerade weggefahren,der Sicherheitswagen ist gerade weggefahren,the pace car has just left
\voice\frozen_order\pace_car_just_left,32.wav,der Sicherheitswagen hat gerade den Platz verlassen,der Sicherheitswagen hat gerade den Platz verlassen,the pace car has just left
\voice\frozen_order\pace_car_just_left,33.wav,der Einsatzfahrzeug hat gerade den Platz verlassen,der Einsatzfahrzeug hat gerade den Platz verlassen,the pace car has just left
\voice\frozen_order\pace_car_speed_is,34.wav,die Geschwindigkeit des Pacing-Cars ist,die Geschwindigkeit des Pacing-Cars ist,the pace car speed is
\voice\frozen_order\pace_car_speed_is,35.wav,die Geschwindigkeit des Pacing-Cars ist,die Geschwindigkeit des Pacing-Cars ist,the pace car speed is
\voice\frozen_order\pace_car_speed_is,36.wav,die Geschwindigkeit des Pacing-Cars ist,die Geschwindigkeit des Pacing-Cars ist,the pace car speed is
\voice\frozen_order\pass_car_number,1.wav,wir müssen das Auto mit der Nummer vorbeiziehen,wir müssen das Auto mit der Nummer vorbeiziehen,we need to pass car number
\voice\frozen_order\pass_car_number,2.wav,fahre an fahrzeugnummer vor,fahre an fahrzeugnummer vor,pass car number
\voice\frozen_order\pass_car_number,3.wav,wir müssen das Auto mit der Nummer vorbeiqueren,wir müssen das Auto mit der Nummer vorbeiqueren,we need to pass car number
\voice\frozen_order\pass_car_number,4.wav,wir müssen das Auto mit der Nummer vorbeiziehen,wir müssen das Auto mit der Nummer vorbeiziehen,we need to pass car number
\voice\frozen_order\pass_car_number,5.wav,fahre an fahrzeugnummer vor,fahre an fahrzeugnummer vor,pass car number
\voice\frozen_order\pass_the_pace_car,1.wav,vor dem Pacing-Car fahren,vor dem Pacing-Car fahren,pass the pace car
\voice\frozen_order\pass_the_pace_car,2.wav,vor dem Pacing-Car fahren,vor dem Pacing-Car fahren,pass the pace car
\voice\frozen_order\pass_the_pace_car,3.wav,den Pacing-Car passieren,den Pacing-Car passieren,pass the pace car
\voice\frozen_order\pass_the_pace_car,4.wav,Overtake den Pacing-Car,Overtake den Pacing-Car,pass the pace car
\voice\frozen_order\pass_the_safety_car,1.wav,den Sicherheitswagen passieren,den Sicherheitswagen passieren,pass the safety car
\voice\frozen_order\pass_the_safety_car,2.wav,den Sicherheitswagen passieren,den Sicherheitswagen passieren,pass the safety car
\voice\frozen_order\pass_the_safety_car,3.wav,den Sicherheitswagen passieren,den Sicherheitswagen passieren,pass the safety car
\voice\frozen_order\pass_the_safety_car,4.wav,den Sicherheitswagen passieren,den Sicherheitswagen passieren,pass the safety car
\voice\frozen_order\pass_the_safety_car,5.wav,den Sicherheitswagen passieren,den Sicherheitswagen passieren,pass the safety car
\voice\frozen_order\row,1.wav,Reihe,Reihe,row
\voice\frozen_order\row,2.wav,Reihe,Reihe,row
\voice\frozen_order\row,3.wav,Reihe,Reihe,row
\voice\frozen_order\safety_car_just_left,37.wav,der Sicherheitswagen ist gerade weggefahren,der Sicherheitswagen ist gerade weggefahren,the safety car has just left
\voice\frozen_order\safety_car_just_left,38_op_prefix_ok.wav,die Sicherheitsfahrzeug ist gerade abgezogen,die Sicherheitsfahrzeug ist gerade abgezogen,the safety car's just left
\voice\frozen_order\safety_car_just_left,39.wav,der Sicherheitswagen ist gerade weggefahren,der Sicherheitswagen ist gerade weggefahren,the safety car has just left
\voice\frozen_order\safety_car_speed_is,40.wav,die Geschwindigkeit des Sicherheitsfahrzeugs ist,die Geschwindigkeit des Sicherheitsfahrzeugs ist,the safety car speed is
\voice\frozen_order\safety_car_speed_is,41.wav,die Geschwindigkeit des Sicherheitsfahrzeugs ist,die Geschwindigkeit des Sicherheitsfahrzeugs ist,the safety car speed is
\voice\frozen_order\safety_car_speed_is,42.wav,die Geschwindigkeit des Sicherheitsfahrzeugs ist,die Geschwindigkeit des Sicherheitsfahrzeugs ist,the safety car speed is
\voice\frozen_order\safetycar_out_eu,1.wav,Die Sicherheitsfahrzeug ist auf der Strecke,Die Sicherheitsfahrzeug ist auf der Strecke,the safety car is out
\voice\frozen_order\safetycar_out_eu,2.wav,die Sicherheitsfahrzeuge ist auf der Strecke,die Sicherheitsfahrzeuge ist auf der Strecke,the safety car's out
\voice\frozen_order\safetycar_out_eu,3.wav,Sicherheitsfahrzeug ist auf der Strecke,Sicherheitsfahrzeug ist auf der Strecke,safety car is out
\voice\frozen_order\safetycar_out_eu,4.wav,Die Sicherheitsfahrzeug ist auf der Strecke,Die Sicherheitsfahrzeug ist auf der Strecke,the safety car's out
\voice\frozen_order\safetycar_out_eu,5.wav,Der Sicherheitswagen ist auf der Strecke,Der Sicherheitswagen ist auf der Strecke,the safety car is out
\voice\frozen_order\safetycar_out_usa,1.wav,die Sicherheitsfahrzeuge sind auf der Strecke,die Sicherheitsfahrzeuge sind auf der Strecke,the pace car is out
\voice\frozen_order\safetycar_out_usa,2.wav,Sicherheitsfahrzeug ist auf der Strecke,Sicherheitsfahrzeug ist auf der Strecke,pace car is out
\voice\frozen_order\safetycar_out_usa,3.wav,Die Schrittmotorwagen fährt,Die Schrittmotorwagen fährt,the pace car's out
\voice\frozen_order\safetycar_out_usa,4.wav,Sicherungsfahrzeug ist auf der Strecke,Sicherungsfahrzeug ist auf der Strecke,pace car is out
\voice\frozen_order\safetycar_out_usa,5.wav,Die Schrittmacherfahrzeuge sind auf der Strecke,Die Schrittmacherfahrzeuge sind auf der Strecke,the pace car's out
\voice\frozen_order\stay_in_pole,1.wav,bleibe am Pole,bleibe am Pole,stay in the pole
\voice\frozen_order\stay_in_pole,2.wav,im Pole bleiben,im Pole bleiben,stay in pole
\voice\frozen_order\stay_in_pole,3.wav,bleibe am Pole,bleibe am Pole,stay in the pole
\voice\frozen_order\stay_in_pole,4.wav,am Pole bleiben,am Pole bleiben,stay in the pole
\voice\frozen_order\stay_in_pole_in_inside_column,1.wav,bleiben Sie in der Pole-Position in der Innenreihe,bleiben Sie in der Pole-Position in der Innenreihe,stay in the pole row in the inside column
\voice\frozen_order\stay_in_pole_in_inside_column,2.wav,bleiben Sie in der Pole-Row in der Innen-Spalte,bleiben Sie in der Pole-Row in der Innen-Spalte,stay in the pole row in the inside column
\voice\frozen_order\stay_in_pole_in_inside_column,3.wav,bleiben Sie in der Pole-Row in der Innen-Spalte,bleiben Sie in der Pole-Row in der Innen-Spalte,stay in the pole row in the inside column
\voice\frozen_order\stay_in_pole_in_inside_column,4.wav,bleibe in der Pole-Position in der Innenreihe,bleibe in der Pole-Position in der Innenreihe,stay in the pole row in the inside column
\voice\frozen_order\stay_in_pole_in_left_column,1.wav,bleiben Sie in der Pole-Position in der linken Spalte,bleiben Sie in der Pole-Position in der linken Spalte,stay in the pole row in the left column
\voice\frozen_order\stay_in_pole_in_left_column,2.wav,bleiben Sie in der Pole-Position in der linken Spalte,bleiben Sie in der Pole-Position in der linken Spalte,stay in the pole row in the left column
\voice\frozen_order\stay_in_pole_in_left_column,3.wav,bleiben Sie in der Pole-Position in der linken Spalte,bleiben Sie in der Pole-Position in der linken Spalte,stay in the pole row in the left column
\voice\frozen_order\stay_in_pole_in_left_column,4.wav,bleiben Sie in der Pole-Row in der linken Spalte,bleiben Sie in der Pole-Row in der linken Spalte,stay in the pole row in the left column
\voice\frozen_order\stay_in_pole_in_outside_column,1.wav,bleiben in der Pole-Position in der äußeren Spalte,bleiben in der Pole-Position in der äußeren Spalte,stay in the pole row in the outside column
\voice\frozen_order\stay_in_pole_in_outside_column,2.wav,bleiben in der Pole-Position in der äußeren Spalte,bleiben in der Pole-Position in der äußeren Spalte,stay in the pole row in the outside column
\voice\frozen_order\stay_in_pole_in_outside_column,3.wav,bleiben in der Pole-Position in der Außenspur,bleiben in der Pole-Position in der Außenspur,stay in the pole row in the outside column
\voice\frozen_order\stay_in_pole_in_outside_column,4.wav,bleiben in der Pole-Position in der äußeren Spalte,bleiben in der Pole-Position in der äußeren Spalte,stay in the pole row in the outside column
\voice\frozen_order\stay_in_pole_in_right_column,1.wav,bleiben Sie in der Pole-Row in der rechten Spalte,bleiben Sie in der Pole-Row in der rechten Spalte,stay in the pole row in the right column
\voice\frozen_order\stay_in_pole_in_right_column,2.wav,bleiben Sie in der Pole-Row in der rechten Spalte,bleiben Sie in der Pole-Row in der rechten Spalte,stay in the pole row in the right column
\voice\frozen_order\stay_in_pole_in_right_column,3.wav,bleiben Sie in der Pole-Row in der rechten Spalte,bleiben Sie in der Pole-Row in der rechten Spalte,stay in the pole row in the right column
\voice\frozen_order\stay_in_pole_in_right_column,4.wav,bleiben Sie in der Pole-Row in der rechten Spalte,bleiben Sie in der Pole-Row in der rechten Spalte,stay in the pole row in the right column
\voice\frozen_order\thats_a_rolling_start,1.wav,"in Ordnung, Rollstart","in Ordnung, Rollstart","okay, rolling start"
\voice\frozen_order\thats_a_rolling_start,2.wav,"Rollstart, bereitmachen","Rollstart, bereitmachen","rolling start, get ready"
\voice\frozen_order\thats_a_rolling_start,3.wav,Dies ist ein rollender Start,Dies ist ein rollender Start,this is a rolling start
\voice\frozen_order\thats_a_standing_start,4.wav,Stehstart jetzt,Stehstart jetzt,standing start now
\voice\frozen_order\thats_a_standing_start,5.wav,"in Ordnung, Start von Stillstand","in Ordnung, Start von Stillstand","okay, standing start"
\voice\frozen_order\thats_a_standing_start,6.wav,Dies wird ein Stillstart sein,Dies wird ein Stillstart sein,this'll be a standing start
\voice\frozen_order\the_pace_car,49.wav,der Einsatzfahrzeug,der Einsatzfahrzeug,the pace car
\voice\frozen_order\the_pace_car,50.wav,die Pace-Car,die Pace-Car,the pace car
\voice\frozen_order\the_pace_car,51.wav,die Pkw-Führungsfahrzeug,die Pkw-Führungsfahrzeug,the pace car
\voice\frozen_order\the_safety_car,52.wav,der Sicherheitswagen,der Sicherheitswagen,the safety car
\voice\frozen_order\the_safety_car,53.wav,der Sicherheitswagen,der Sicherheitswagen,the safety car
\voice\frozen_order\the_safety_car,54.wav,der Sicherheitswagen,der Sicherheitswagen,the safety car
\voice\frozen_order\to_pass,55.wav,vorbeiziehen,vorbeiziehen,to pass
\voice\frozen_order\to_pass,56.wav,vorbeiziehen,vorbeiziehen,to pass
\voice\frozen_order\to_pass,57.wav,vorbeiziehen,vorbeiziehen,to pass
\voice\frozen_order\were_starting_from_pole,58.wav,Wir starten von Pole,Wir starten von Pole,we're starting from pole
\voice\frozen_order\were_starting_from_pole,59.wav,Wir starten von Pole,Wir starten von Pole,we're starting from pole
\voice\frozen_order\were_starting_from_pole,60.wav,Wir starten von Pole,Wir starten von Pole,we're starting from pole
\voice\frozen_order\were_starting_from_position,61.wav,wir starten von Position,wir starten von Position,we're starting from position
\voice\frozen_order\were_starting_from_position,62.wav,wir starten in Position,wir starten in Position,we're starting in position
\voice\frozen_order\were_starting_from_position,63.wav,wir starten von Position,wir starten von Position,we're starting from position
\voice\frozen_order\you_need_to_catch_up_to_the_guy_ahead,64.wav,du musst den Typen vor dir einholen,du musst den Typen vor dir einholen,you need to catch up to the guy ahead
\voice\frozen_order\you_need_to_catch_up_to_the_guy_ahead,65.wav,du musst den Typen vor dir einholen,du musst den Typen vor dir einholen,you need to catch up to the guy ahead
\voice\frozen_order\you_need_to_catch_up_to_the_guy_ahead,66_op_suffix_please.wav,du musst den Abstand zum Vordermann verkürzen,du musst den Abstand zum Vordermann verkürzen,you need to close the gap to the guy ahead
\voice\frozen_order\youre_ahead_of_guy_you_should_follow,67.wav,"du bist vor einem Kerl, den du hinter dir haben solltest","du bist vor einem Kerl, den du hinter dir haben solltest",you're ahead of a guy you should be behind
\voice\frozen_order\youre_ahead_of_guy_you_should_follow,68.wav,"du bist voraus einem Mann, dem du folgen solltest","du bist voraus einem Mann, dem du folgen solltest",you're ahead of a guy you should be following
\voice\frozen_order\youre_ahead_of_guy_you_should_follow,69_op_prefix_ok.wav,"du bist vor diesem Kerl, du solltest hinter ihm sein","du bist vor diesem Kerl, du solltest hinter ihm sein","you're ahead of this guy, you should be behind him"
\voice\fuel\about_to_run_out,1.wav,"Wir fahren auf Reserve, Kumpel","Wir fahren auf Reserve, Kumpel","we're running on fumes, mate"
\voice\fuel\about_to_run_out,2.wav,sehr wenig Treibstoff übrig,sehr wenig Treibstoff übrig,very little fuel left
\voice\fuel\and_closes_after,1.wav,und schließt sich danach,und schließt sich danach,and closes after
\voice\fuel\and_closes_after,2.wav,und schließt nach,und schließt nach,and closes after
\voice\fuel\and_closes_after,3.wav,und schließt sich etwa,und schließt sich etwa,and closes at about
\voice\fuel\and_closes_after,4.wav,und sollte sich bei etwa,und sollte sich bei etwa,and should close at about
\voice\fuel\and_closes_after,5.wav,und schließt nach,und schließt nach,and closes after
\voice\fuel\and_closes_after,6.wav,und schließt sich etwa,und schließt sich etwa,and closes at about
\voice\fuel\and_will_close_on_lap,1.wav,es wird in Runde enden,es wird in Runde enden,it will end on lap
\voice\fuel\and_will_close_on_lap,2.wav,es wird in der Runde aufschließen,es wird in der Runde aufschließen,it'll close on lap
\voice\fuel\and_will_close_on_lap,3.wav,es wird in Runde enden,es wird in Runde enden,it'll end on lap
\voice\fuel\and_will_close_on_lap,4.wav,es wird in der Runde aufschließen,es wird in der Runde aufschließen,it'll close on lap
\voice\fuel\and_will_close_on_lap,5.wav,und es wird in der Runde aufholen,und es wird in der Runde aufholen,and it'll close on lap
\voice\fuel\and_will_close_on_lap,6.wav,und es sollte in der Runde aufschließen,und es sollte in der Runde aufschließen,and it should close on lap
\voice\fuel\five_minutes_fuel,1_op_prefix_ok.wav,"fünf Minuten Treibstoff vorhanden, fünf Minuten","fünf Minuten Treibstoff vorhanden, fünf Minuten","5 minutes of fuel remaining, 5 minutes"
\voice\fuel\five_minutes_fuel,2.wav,das sind fünf Minuten Treibstoff übrig,das sind fünf Minuten Treibstoff übrig,that's 5 minutes of fuel left
\voice\fuel\five_minutes_fuel,3_op_prefix_ok.wav,"wir schätzen, dass Ihnen noch fünf Minuten Treibstoff bleiben","wir schätzen, dass Ihnen noch fünf Minuten Treibstoff bleiben",we estimate you got 5 minutes of fuel remaining
\voice\fuel\for,1.wav,für,für,for
\voice\fuel\for,2.wav,für,für,for
\voice\fuel\for,3.wav,für,für,for
\voice\fuel\for,4.wav,für,für,for
\voice\fuel\for,5.wav,für,für,for
\voice\fuel\four_laps_fuel,1_op_prefix_ok.wav,du hast noch etwa vier Runden an Treibstoff,du hast noch etwa vier Runden an Treibstoff,you got about 4 laps of fuel left
\voice\fuel\four_laps_fuel,2.wav,wir schätzen vier Runden Treibstoff verbleiben,wir schätzen vier Runden Treibstoff verbleiben,we estimate 4 laps fuel remaining
\voice\fuel\four_laps_fuel,3_op_prefix_ok.wav,du hast etwa vier Runden Treibstoff übrig,du hast etwa vier Runden Treibstoff übrig,you got about 4 laps of fuel left
\voice\fuel\fuel_should_be_ok,1.wav,wir sollten gerade genug Treibstoff bis ans Ende haben,wir sollten gerade genug Treibstoff bis ans Ende haben,we should have just enough fuel to the end
\voice\fuel\fuel_should_be_ok,2.wav,"wir sollten gerade genug haben, um uns zum Ende durchzukämpfen","wir sollten gerade genug haben, um uns zum Ende durchzukämpfen",we should have just enough to get us to the end
\voice\fuel\fuel_should_be_ok,3.wav,"wir sollten gerade genug Treibstoff haben, um bis ans Ende zu kommen","wir sollten gerade genug Treibstoff haben, um bis ans Ende zu kommen",we should have just enough fuel to get us to the end
\voice\fuel\fuel_should_be_ok,4.wav,"wir sollten genug Treibstoff haben, um bis zum Ende zu kommen, aber es wird knapp sein","wir sollten genug Treibstoff haben, um bis zum Ende zu kommen, aber es wird knapp sein","we should have enough fuel to get to the end, but it'll be tight"
\voice\fuel\fuel_should_be_ok,5.wav,"wir denken, dass ihr was Treibstoff draufhabt, aber es ist nicht viel Reserviert vorhanden","wir denken, dass ihr was Treibstoff draufhabt, aber es ist nicht viel Reserviert vorhanden","we think you're okay for fuel, but there's not much to spare"
\voice\fuel\fuel_should_be_ok,6.wav,"Ihr Treibstoff sollte in Ordnung sein, wenn Ihr Verbrauch gleich bleibt","Ihr Treibstoff sollte in Ordnung sein, wenn Ihr Verbrauch gleich bleibt",your fuel should be okay if your consumption remains like it is
\voice\fuel\fuel_will_be_tight,1.wav,"Die Treibstoffmenge ist knapp, wir sind nicht sicher, dass du das Ende schaffst.","Die Treibstoffmenge ist knapp, wir sind nicht sicher, dass du das Ende schaffst.","fuel's gonna be tight, we're not sure you'll make it to the end"
\voice\fuel\fuel_will_be_tight,2.wav,"Die Benzinreserven sind knapp, aber du schaffst es vielleicht bis ans Ende","Die Benzinreserven sind knapp, aber du schaffst es vielleicht bis ans Ende","fuel looks tight, you might make it to the end"
\voice\fuel\fuel_will_be_tight,3.wav,"Die Treibstoffreserven sind knapp, du musst vielleicht sparen, um bis zum Ende durchzukommen.","Die Treibstoffreserven sind knapp, du musst vielleicht sparen, um bis zum Ende durchzukommen.","fuel is tight, you might need to save some fuel to get to the end"
\voice\fuel\fuel_will_be_tight,4.wav,"wir denken, dass der Treibstoff knapp sein wird, du musst vielleicht sparen","wir denken, dass der Treibstoff knapp sein wird, du musst vielleicht sparen","we think the fuel's gonna be tight, you might need to save some"
\voice\fuel\fuel_will_be_tight,5.wav,"der Sprit wird knapp sein, wir denken du schaffst das Ende, aber wir sind uns nicht sicher","der Sprit wird knapp sein, wir denken du schaffst das Ende, aber wir sind uns nicht sicher","the fuel will be tight, we think you'll get to the end but we're not sure"
\voice\fuel\gallon,1.wav,Gallone,Gallone,gallon
\voice\fuel\gallon,2.wav,Gallone,Gallone,gallon
\voice\fuel\gallon,3.wav,Gallone,Gallone,gallon
\voice\fuel\gallons,1.wav,Gallonen,Gallonen,gallons
\voice\fuel\gallons,2.wav,Gallonen,Gallonen,gallons
\voice\fuel\gallons,3.wav,Gallonen,Gallonen,gallons
\voice\fuel\gallons_per_lap,1.wav,Gallonen pro Runde,Gallonen pro Runde,gallons per lap
\voice\fuel\gallons_per_lap,2.wav,Gallonen pro Runde,Gallonen pro Runde,gallons per lap
\voice\fuel\gallons_per_lap,3.wav,Liter pro Runde,Liter pro Runde,gallons per lap
\voice\fuel\gallons_remaining,1.wav,verbleibende Gallonen,verbleibende Gallonen,gallons remaining
\voice\fuel\gallons_remaining,2.wav,verbleibende Gallonen,verbleibende Gallonen,gallons remaining
\voice\fuel\gallons_remaining,3.wav,verbleibende Gallonen,verbleibende Gallonen,gallons remaining
\voice\fuel\gallons_to_get_to_the_end,1.wav,Gallonen bis zum Ende,Gallonen bis zum Ende,gallons to get to the end
\voice\fuel\gallons_to_get_to_the_end,2.wav,Gallonen bis zum Ende,Gallonen bis zum Ende,gallons to get to the end
\voice\fuel\gallons_to_get_to_the_end,3.wav,Gallonen bis zum Ende des Rennens,Gallonen bis zum Ende des Rennens,gallons to get to the end of the race
\voice\fuel\gallons_to_get_to_the_end,4.wav,Gallonen bis zum Ende des Rennens,Gallonen bis zum Ende des Rennens,gallons to reach the end of the race
\voice\fuel\gallons_to_get_to_the_end,5.wav,Gallonen bis zum Ende des Rennens,Gallonen bis zum Ende des Rennens,gallons to get to the end of the race
\voice\fuel\half_a_gallon_remaining,1.wav,halb eine Gallone übrig,halb eine Gallone übrig,half a gallon remaining
\voice\fuel\half_a_gallon_remaining,2.wav,du hast noch halb eine Gallone übrig,du hast noch halb eine Gallone übrig,you got half a gallon left
\voice\fuel\half_a_gallon_remaining,3.wav,halb eine Gallone Treibstoff verbleibend,halb eine Gallone Treibstoff verbleibend,half a gallon of fuel remaining
\voice\fuel\half_a_gallon_remaining,4.wav,das sind noch halb Gallon Treibstoff,das sind noch halb Gallon Treibstoff,that's half a gallon of fuel left
\voice\fuel\half_distance_good_fuel,10.wav,"wir sind halbwegs am Ziel, mit dem Treibstoff sind wir in Ordnung","wir sind halbwegs am Ziel, mit dem Treibstoff sind wir in Ordnung","we're half-way home, we're okay on fuel"
\voice\fuel\half_distance_good_fuel,11.wav,"das ist halbe Distanz, die Treibstoffmenge ist in Ordnung","das ist halbe Distanz, die Treibstoffmenge ist in Ordnung","that's half-distance, the fuel's okay"
\voice\fuel\half_distance_good_fuel,12.wav,"halbe Distanz, Treibstoff sieht gut aus","halbe Distanz, Treibstoff sieht gut aus","half-distance, fuel looks good"
\voice\fuel\half_distance_good_fuel,1_op_prefix_ok.wav,"das ist halbe Strecke, deine Benzinverbrauch sieht gut aus","das ist halbe Strecke, deine Benzinverbrauch sieht gut aus","that's half-distance, you're looking good for fuel"
\voice\fuel\half_distance_good_fuel,2.wav,"halbe Strecke, Treibstoff sieht gut aus","halbe Strecke, Treibstoff sieht gut aus","half-distance, fuel looks good"
\voice\fuel\half_distance_good_fuel,3_op_prefix_ok.wav,"du bist halb am Ziel, hast genug Treibstoff","du bist halb am Ziel, hast genug Treibstoff","you're half-way home, got plenty of fuel"
\voice\fuel\half_distance_good_fuel,4.wav,"wir sind halbwegs am Ziel, der Treibstoffstand sieht in Ordnung aus","wir sind halbwegs am Ziel, der Treibstoffstand sieht in Ordnung aus","we're half-way home, fuel looks okay"
\voice\fuel\half_distance_good_fuel,op_prefix_ok_5.wav,"halb am Ziel, die Treibstoffmenge sieht gut aus","halb am Ziel, die Treibstoffmenge sieht gut aus","half-way home, fuel looks good"
\voice\fuel\half_distance_good_fuel,op_prefix_ok_6.wav,"du bist halb am Ziel, deine Kraftstoffmenge ist in Ordnung","du bist halb am Ziel, deine Kraftstoffmenge ist in Ordnung","you're half-way home, your fuel is fine"
\voice\fuel\half_distance_good_fuel,op_prefix_ok_7.wav,"halbwegs am Ziel, wir haben genug Treibstoff","halbwegs am Ziel, wir haben genug Treibstoff","half-way home, we got plenty of fuel"
\voice\fuel\half_distance_good_fuel,op_prefix_ok_8.wav,"halbwegig am Ziel, Sprit ist gut","halbwegig am Ziel, Sprit ist gut","half-way home, fuel's good"
\voice\fuel\half_distance_good_fuel,op_prefix_ok_9.wav,"das ist halbe Distanz, die Kraftstoffniveaus sind in Ordnung","das ist halbe Distanz, die Kraftstoffniveaus sind in Ordnung","that's half-distance, fuel levels are fine"
\voice\fuel\half_distance_low_fuel,1.wav,"das ist halbe Strecke, sieht so aus als müsstest du etwas Treibstoff sparen","das ist halbe Strecke, sieht so aus als müsstest du etwas Treibstoff sparen","that's half-distance, looks like you're gonna need to save some fuel"
\voice\fuel\half_distance_low_fuel,2.wav,"du bist halbwegs fertig, aber du wirst nicht bis ans Ende kommen, weil du kein Benzin mehr hast","du bist halbwegs fertig, aber du wirst nicht bis ans Ende kommen, weil du kein Benzin mehr hast","you're half-way home, but you will not make it to the end on fuel"
\voice\fuel\half_distance_low_fuel,3.wav,"das ist Halbdistanz, du musst etwas Treibstoff sparen","das ist Halbdistanz, du musst etwas Treibstoff sparen","that's half-distance, you'll need to save some fuel"
\voice\fuel\half_tank_warning,1_op_prefix_ok.wav,du hast die Hälfte deines Treibstoffs verwendet,du hast die Hälfte deines Treibstoffs verwendet,you've used half your fuel
\voice\fuel\half_tank_warning,2.wav,"das ist halb-benzin, du hast die Hälfte deines Benzin verwendet","das ist halb-benzin, du hast die Hälfte deines Benzin verwendet","that's half-fuel, you've used half your fuel"
\voice\fuel\half_tank_warning,3_op_prefix_ok.wav,du hast die Hälfte deines Treibstoffs übrig,du hast die Hälfte deines Treibstoffs übrig,you've got half your fuel left
\voice\fuel\into_the_race,1.wav,auf die Rennstrecke,auf die Rennstrecke,into the race
\voice\fuel\into_the_race,2.wav,in den Rennen,in den Rennen,into the race
\voice\fuel\into_the_race,3.wav,auf die Rennstrecke,auf die Rennstrecke,into the race
\voice\fuel\into_the_race,4.wav,in den Rennen,in den Rennen,into the race
\voice\fuel\into_the_race,5.wav,in den Rennen,in den Rennen,into the race
\voice\fuel\laps_remaining,1.wav,verbleibende Kraftstoffrunden,verbleibende Kraftstoffrunden,laps of fuel remaining
\voice\fuel\laps_remaining,2.wav,Benzinrunden übrig,Benzinrunden übrig,laps of fuel left
\voice\fuel\laps_remaining,3.wav,Runden übrig auf diesem Tank,Runden übrig auf diesem Tank,laps remaining on this tank
\voice\fuel\litre,1.wav,Liter,Liter,liter
\voice\fuel\litre,2.wav,Liter,Liter,liter
\voice\fuel\litre,3.wav,Liter,Liter,liter
\voice\fuel\litres,1.wav,Liter,Liter,liters
\voice\fuel\litres,2.wav,Liter,Liter,liters
\voice\fuel\litres,3.wav,Liter,Liter,liters
\voice\fuel\litres_per_lap,1.wav,Liter pro Runde,Liter pro Runde,liters per lap
\voice\fuel\litres_per_lap,2.wav,Liter pro Runde,Liter pro Runde,liters per lap
\voice\fuel\litres_per_lap,3.wav,Liter pro Runde,Liter pro Runde,liters per lap
\voice\fuel\litres_remaining,1.wav,Liter verbleibend,Liter verbleibend,liters remaining
\voice\fuel\litres_remaining,2.wav,Liter verbleibend,Liter verbleibend,liters remaining
\voice\fuel\litres_remaining,3.wav,Liter übrig,Liter übrig,liters left
\voice\fuel\litres_to_get_to_the_end,1.wav,Liter bis zum Ende,Liter bis zum Ende,liters to get to the end
\voice\fuel\litres_to_get_to_the_end,2.wav,Liter bis zum Ende,Liter bis zum Ende,liters to reach the end
\voice\fuel\litres_to_get_to_the_end,3.wav,Liter bis zum Ende,Liter bis zum Ende,liters to get to the end
\voice\fuel\litres_to_get_to_the_end,4.wav,Liter bis zum Ende des Rennens,Liter bis zum Ende des Rennens,liters to get to the end of the race
\voice\fuel\litres_to_get_to_the_end,5.wav,Liter bis zum Ende,Liter bis zum Ende,liters to get to the end
\voice\fuel\minutes_remaining,1.wav,verbleibende Kraftstoffmenge in Minuten,verbleibende Kraftstoffmenge in Minuten,minutes of fuel remaining
\voice\fuel\minutes_remaining,2.wav,verbleibende Kraftstoffmenge in Minuten,verbleibende Kraftstoffmenge in Minuten,minutes of fuel left
\voice\fuel\minutes_remaining,3.wav,verbleibende Minuten an Treibstoff,verbleibende Minuten an Treibstoff,minutes of fuel remaining
\voice\fuel\need_to_add_one_gallon_to_get_to_the_end,1.wav,"wir müssen ein Gallone hinzufügen, um zum Ende zu kommen","wir müssen ein Gallone hinzufügen, um zum Ende zu kommen",we'll need to add 1 gallon to get to the end
\voice\fuel\need_to_add_one_gallon_to_get_to_the_end,2.wav,"wir brauchen ein Gallone, um am Ende anzukommen","wir brauchen ein Gallone, um am Ende anzukommen",we'll need 1 gallon to get to the end
\voice\fuel\need_to_add_one_gallon_to_get_to_the_end,3.wav,"wir werden ein Gallone benötigen, um zum Ende des Rennens zu kommen","wir werden ein Gallone benötigen, um zum Ende des Rennens zu kommen",we'll need to 1 gallon to get to the end of the race
\voice\fuel\need_to_add_one_gallon_to_get_to_the_end,4.wav,"wir benötigen ein Gallone, um ans Ende zu kommen","wir benötigen ein Gallone, um ans Ende zu kommen",we'll need to 1 gallon to get to the end
\voice\fuel\need_to_add_one_gallon_to_get_to_the_end,5.wav,"wir werden ein Gallone benötigen, um das Ende des Rennens zu erreichen","wir werden ein Gallone benötigen, um das Ende des Rennens zu erreichen",we'll need to 1 gallon to get to the end of the race
\voice\fuel\one_gallon_remaining,1.wav,ein Gallone übrig,ein Gallone übrig,1 gallon remaining
