audio_filename,original_text,text_for_tts
\voice\multiclass\slower_car_ahead_racing_player_is_class_leader:3_male.wav,"slower car ahead, this guy's their class leader, he won't see the blue flag because he's racing us for position",
\voice\multiclass\slower_car_ahead_racing_player_is_class_leader:4_male.wav,"slower car ahead, this guy won't see the blue flag, he's racing us for position, he's the class leader",
\voice\multiclass\slower_cars_ahead:1.wav,there's a group of slower cars ahead,
\voice\multiclass\slower_cars_ahead:2.wav,you're approaching a group of slower cars,
\voice\multiclass\slower_cars_ahead:3.wav,there's a group of slower cars ahead,
\voice\multiclass\slower_cars_ahead:4.wav,you're approaching a group of slower cars,
\voice\multiclass\slower_cars_ahead:5.wav,slower class cars ahead,
\voice\multiclass\slower_cars_ahead:6.wav,you're approaching a group of slower class cars,
\voice\multiclass\slower_cars_ahead_fighting:1_op_prefix_ok.wav,"you're approaching some slower cars, these guys are fighting for position",
\voice\multiclass\slower_cars_ahead_fighting:2_op_prefix_ok.wav,"there's a group of slower cars ahead, these guys are busy fighting each other",
\voice\multiclass\slower_cars_ahead_fighting:3_op_prefix_ok.wav,"slower cars ahead, these guys will be fighting for position, they might not see you",
\voice\multiclass\slower_cars_ahead_fighting:4_op_prefix_ok.wav,"you're coming up on some slower cars, these guys are busy fighting, they might not notice you",
\voice\multiclass\slower_cars_ahead_fighting:5.wav,"slower cars ahead, these guys are scrapping for position, they might not see you",
\voice\multiclass\slower_cars_ahead_inc_class_leader:1.wav,"you're coming up on some slower cars, including their class leader",
\voice\multiclass\slower_cars_ahead_inc_class_leader:2.wav,"slower cars ahead, the class leader's up here",
\voice\multiclass\slower_cars_ahead_inc_class_leader:3.wav,"you're coming up on some slower cars, their class leader's in this group",
\voice\multiclass\slower_cars_ahead_inc_class_leader:4.wav,"slow cars ahead, including the class leader",
\voice\multiclass\slower_cars_ahead_inc_class_leader:5.wav,"you're coming up on some slow cars, their class leader's in this group",
\voice\multiclass\slower_cars_fighting_ahead_inc_class_leader:1.wav,"slower cars ahead, these guys are fighting for position, the group includes their class leader",
\voice\multiclass\slower_cars_fighting_ahead_inc_class_leader:2.wav,"slower cars ahead, these guys are fighting for position, the group includes their class leader",
\voice\multiclass\slower_cars_fighting_ahead_inc_class_leader:3.wav,"you're coming up on some slower cars, these guys are fighting for position, the class leader's in this group",
\voice\multiclass\slower_cars_fighting_ahead_inc_class_leader:4.wav,"slower cars ahead, the class leader's in this group, these guys are scrapping for position",
\voice\multiclass\slower_cars_fighting_ahead_inc_class_leader:5.wav,"slower cars ahead, these guys are slugging it out for position, the class leader's in this group",
\voice\multiclass\tc1:64.wav,TC1,
\voice\multiclass\tc1:65.wav,TC1,
\voice\multiclass\tc1:66.wav,TC1,
\voice\multiclass\tc1_runners:28.wav,TC1 cars,
\voice\multiclass\tc1_runners:29.wav,TC1 class cars,
\voice\multiclass\tc1_runners:30.wav,TC1 runners,
\voice\multiclass\tc2:67.wav,TC2,
\voice\multiclass\tc2:68.wav,TC2,
\voice\multiclass\tc2:69.wav,TC2,
\voice\multiclass\tc2_runners:7.wav,TC2 cars,
\voice\multiclass\tc2_runners:8.wav,TC2 runners,
\voice\multiclass\tc2_runners:9.wav,TC2 class cars,
\voice\multiclass\you_are_being_caught_by_the:1.wav,you're being caught by the,
\voice\multiclass\you_are_being_caught_by_the:2.wav,you're being caught by the,
\voice\multiclass\you_are_being_caught_by_the:3.wav,here come the,
\voice\multiclass\you_are_being_caught_by_the:4.wav,here come the,
\voice\multiclass\you_are_being_caught_by_the:5.wav,you're being caught by the,
\voice\multiclass\you_are_being_caught_by_the:6.wav,here come the,
\voice\multiclass\you_are_being_caught_by_the:7.wav,here come the,
\voice\multiclass\you_are_being_caught_by_the:8.wav,you're being caught by the,
\voice\multiclass\you_are_being_caught_by_the_faster_cars:1.wav,you're being caught by the faster class cars,
\voice\multiclass\you_are_being_caught_by_the_faster_cars:2.wav,you're being caught by the faster class,
\voice\multiclass\you_are_being_caught_by_the_faster_cars:3.wav,the faster class cars are catching you up,
\voice\multiclass\you_are_being_caught_by_the_faster_cars:4.wav,the faster class cars are catching,
\voice\multiclass\you_are_being_caught_by_the_faster_cars:5.wav,you're being caught by the faster class cars,
\voice\multiclass\you_are_catching_the:1.wav,you're catching the,
\voice\multiclass\you_are_catching_the:2.wav,you're catching the,
\voice\multiclass\you_are_catching_the:3.wav,you're coming up on the,
\voice\multiclass\you_are_catching_the:4.wav,you're coming up on the,
\voice\multiclass\you_are_catching_the:5.wav,you're catching the,
\voice\multiclass\you_are_catching_the:6.wav,you're coming up on the,
\voice\multiclass\you_are_catching_the:7.wav,you're approaching the,
\voice\multiclass\you_are_catching_the:8.wav,you're catching the,
\voice\multiclass\you_are_catching_the_slower_cars:1.wav,you're catching the slower cars now,
\voice\multiclass\you_are_catching_the_slower_cars:2.wav,you're catching up with the slower class cars,
\voice\multiclass\you_are_catching_the_slower_cars:3.wav,you're catching the slower class cars,
\voice\multiclass\you_are_catching_the_slower_cars:4.wav,you're catching the slower cars,
\voice\multiclass\you_are_catching_the_slower_cars:5.wav,you're catching the slower class cars,
\voice\multiclass\you_are_catching_the_slower_cars:6.wav,you're catching up with the slower class cars now,
\voice\multiclass\you_are_catching_the_slower_cars:7.wav,you're catching up with the slower class cars,
\voice\numbers\double_oh:1.wav,double-O,
\voice\numbers\double_oh:2.wav,double-O,
\voice\numbers\double_oh:3.wav,double-O,
\voice\numbers\double_oh:4.wav,double-O,
\voice\opponents\ahead_is_pitting:1.wav,ahead is pitting,
\voice\opponents\ahead_is_pitting:2.wav,ahead is pitting,
\voice\opponents\ahead_is_pitting:3.wav,in front is pitting,
\voice\opponents\behind_is_pitting:1.wav,behind is pitting,
\voice\opponents\behind_is_pitting:2.wav,behind is pitting,
\voice\opponents\behind_is_pitting:3.wav,behind is pitting no,
\voice\opponents\cant_pronounce_name:1.wav,I don't know,
\voice\opponents\cant_pronounce_name:2.wav,"I can't pronounce the name, mate",
\voice\opponents\cant_pronounce_name:3.wav,I really don't know,
\voice\opponents\cant_pronounce_name:4.wav,I can't pronounce that,
\voice\opponents\cant_pronounce_name:5.wav,I don't know his name,
\voice\opponents\car_exiting_pits_be_careful:1.wav,"there's a car exiting the pits, be careful",
\voice\opponents\car_exiting_pits_be_careful:2.wav,"there's a car exiting the pits, take care",
\voice\opponents\car_exiting_pits_be_careful:3.wav,"there's a car leaving the pits, be careful",
\voice\opponents\car_number:1.wav,car number,
\voice\opponents\car_number:2.wav,car number,
\voice\opponents\car_number:3.wav,car number,
\voice\opponents\car_number:4.wav,car number,
\voice\opponents\has_just_been_disqualified:1.wav,has been disqualified,
\voice\opponents\has_just_been_disqualified:2.wav,has just been disqualified,
\voice\opponents\has_just_been_disqualified:3.wav,has been disqualified,
\voice\opponents\has_just_been_disqualified:4.wav,has just been disqualified,
\voice\opponents\has_just_retired:1.wav,has just retired,
\voice\opponents\has_just_retired:2.wav,has now retired,
\voice\opponents\has_just_retired:3.wav,has just retired from the race,
\voice\opponents\has_just_retired:4.wav,has retired from the race,
\voice\opponents\has_just_retired:5.wav,has retired,
\voice\opponents\is_now_leading:1.wav,is now leading,
\voice\opponents\is_now_leading:2.wav,is now in the lead,
\voice\opponents\is_now_leading:3.wav,is leading the race,
\voice\opponents\is_now_on:10.wav,is now on,
\voice\opponents\is_now_on:11.wav,is now on,
\voice\opponents\is_now_on:12.wav,is now on,
\voice\opponents\is_pitting:1.wav,is pitting,
\voice\opponents\is_pitting:2.wav,is pitting,
\voice\opponents\is_pitting:3.wav,is pitting,
\voice\opponents\new_fastest_lap_for:1.wav,that's a new fastest lap for,
\voice\opponents\new_fastest_lap_for:2.wav,new fastest lap for,
\voice\opponents\new_fastest_lap_for:3.wav,fastest lap for,
\voice\opponents\next_car_is:10_male.wav,the guy in front is,
\voice\opponents\next_car_is:11.wav,the car in front is,
\voice\opponents\next_car_is:12.wav,the car in front of us is now,
\voice\opponents\next_car_is:13.wav,the car in front is,
\voice\opponents\next_car_is:14_male.wav,the guy in front is,
\voice\opponents\next_car_is:15.wav,the car ahead is,
\voice\opponents\next_car_is:16_male.wav,the guy ahead is,
\voice\opponents\next_car_is:17.wav,the car in front of us is,
\voice\opponents\next_car_is:1_male.wav,the guy in front is,
\voice\opponents\next_car_is:2_op_prefix_ok.wav,the next car is,
\voice\opponents\next_car_is:3_op_prefix_ok.wav,the next car is,
\voice\opponents\next_car_is:4_op_prefix_ok.wav,the next car is,
\voice\opponents\next_car_is:5.wav,the car ahead is,
\voice\opponents\next_car_is:6_male.wav,"right, the guy ahead of us is",
\voice\opponents\next_car_is:7_male.wav,the guy in front is,
\voice\opponents\next_car_is:8.wav,the driver in front of us is,
\voice\opponents\next_car_is:9.wav,the car in front of us is,
\voice\opponents\one_lap_ahead:1.wav,one lap ahead,
\voice\opponents\one_lap_ahead:2.wav,one lap ahead,
\voice\opponents\one_lap_ahead:3.wav,one lap in front,
\voice\opponents\one_lap_behind:4.wav,one lap behind,
\voice\opponents\one_lap_behind:5.wav,a lap behind,
\voice\opponents\one_lap_behind:6.wav,one lap behind,
\voice\opponents\rating_intro:1.wav,and their rating is,
\voice\opponents\rating_intro:2.wav,and their rating is,
\voice\opponents\rating_intro:3.wav,and their rating is,
\voice\opponents\rating_intro:4.wav,and their rating is,
\voice\opponents\reputation_intro:1.wav,their reputation is,
\voice\opponents\reputation_intro:2.wav,their reputation is,
\voice\opponents\reputation_intro:3.wav,their reputation is,
\voice\opponents\reputation_intro:4.wav,their reputation is,
\voice\opponents\slow_car_ahead:1.wav,you got a slow car ahead,
\voice\opponents\slow_car_ahead:2.wav,there's a slow car ahead,
\voice\opponents\slow_car_ahead:3.wav,you got a slow car ahead,
\voice\opponents\the_car_ahead_has_just_done_a:1.wav,the car ahead has just done a,
\voice\opponents\the_car_ahead_has_just_done_a:10.wav,the car in front has just done a,
\voice\opponents\the_car_ahead_has_just_done_a:11.wav,the car ahead has just done a,
\voice\opponents\the_car_ahead_has_just_done_a:12_male.wav,the guy in front has just done a,
\voice\opponents\the_car_ahead_has_just_done_a:2_male.wav,the guy ahead has just done a,
\voice\opponents\the_car_ahead_has_just_done_a:3_male.wav,the guy ahead has just done a,
\voice\opponents\the_car_ahead_has_just_done_a:4.wav,the car in front has just posted a,
\voice\opponents\the_car_ahead_has_just_done_a:5_male.wav,the guy ahead has just posted a,
\voice\opponents\the_car_ahead_has_just_done_a:6_male.wav,the guy ahead's lap time is a,
\voice\opponents\the_car_ahead_has_just_done_a:7_male.wav,the guy ahead's last lap time is a,
\voice\opponents\the_car_ahead_has_just_done_a:8.wav,the car in front's lap time is a,
\voice\opponents\the_car_ahead_has_just_done_a:9_male.wav,the guy in front has just done a,
\voice\opponents\the_car_ahead_is_now_on:4.wav,the car ahead is now on,
\voice\opponents\the_car_ahead_is_now_on:5.wav,the car ahead is on,
\voice\opponents\the_car_ahead_is_now_on:6.wav,the car ahead's now on,
\voice\opponents\the_car_ahead_is_pitting:1.wav,the car ahead's pitting,
\voice\opponents\the_car_ahead_is_pitting:2.wav,the car in front is pitting,
\voice\opponents\the_car_ahead_is_pitting:3.wav,the car ahead's pitting now,
\voice\opponents\the_car_behind_has_just_done_a:1.wav,the guy behind has just done a,
\voice\opponents\the_car_behind_has_just_done_a:2.wav,the guy behind has just done a,
\voice\opponents\the_car_behind_has_just_done_a:3.wav,the guy behind has just done a,
\voice\opponents\the_car_behind_is_now_on:7.wav,the car behind is now on,
\voice\opponents\the_car_behind_is_now_on:8.wav,the car behind is now on,
\voice\opponents\the_car_behind_is_now_on:9.wav,the car behind is on,
\voice\opponents\the_car_behind_is_pitting:1.wav,the car behind is pitting,
\voice\opponents\the_car_behind_is_pitting:2.wav,the car behind's pitting now,
\voice\opponents\the_car_behind_is_pitting:3.wav,the car behind's pitting,
\voice\opponents\the_leader:1.wav,the leader,
\voice\opponents\the_leader:2.wav,the leader,
\voice\opponents\the_leader:3.wav,the leader,
\voice\opponents\the_leader_has_just_done_a:1.wav,the leader has just done a,
\voice\opponents\the_leader_has_just_done_a:2.wav,the leader has just done a,
\voice\opponents\the_leader_has_just_done_a:3.wav,the leader has just done a,
\voice\opponents\the_leader_is_now_on:1.wav,the leader is now on,
\voice\opponents\the_leader_is_now_on:2.wav,the leader is now on,
\voice\opponents\the_leader_is_now_on:3.wav,the leader is now on,
\voice\opponents\the_leader_is_pitting:1.wav,the leader's pitting now,
\voice\opponents\the_leader_is_pitting:2.wav,the leader is pitting now,
\voice\opponents\the_leader_is_pitting:3.wav,lead car's pitting,
\voice\opponents\we_are:1.wav,we are,
\voice\opponents\we_are:2.wav,we are,
\voice\opponents\we_are:3.wav,that's us,
\voice\overtaking_aids\a_few_tenths_off_drs_range:1.wav,a few more tenths and we'll be in DRS range,
\voice\overtaking_aids\a_few_tenths_off_drs_range:2.wav,just a few more tenths for DRS range,
\voice\overtaking_aids\a_few_tenths_off_drs_range:3.wav,we need to be a few tenths closer for DRS,
\voice\overtaking_aids\a_second_off_drs_range:1.wav,we need to be a second closer for DRS,
\voice\overtaking_aids\a_second_off_drs_range:2.wav,we need to close up a second for DRS,
\voice\overtaking_aids\a_second_off_drs_range:3.wav,we're about a second outside of DRS range,
\voice\overtaking_aids\activations_remaining:1.wav,activations remaining,
\voice\overtaking_aids\activations_remaining:2.wav,activations left,
\voice\overtaking_aids\activations_remaining:3.wav,activations left,
\voice\overtaking_aids\dont_forget_drs:1.wav,don't forget to use your DRS,
\voice\overtaking_aids\dont_forget_drs:2.wav,don't forget your DRS,
\voice\overtaking_aids\dont_forget_drs:3.wav,use your DRS when it's available,
\voice\overtaking_aids\drs_disabled:1.wav,the race director has disabled DRS,
\voice\overtaking_aids\drs_disabled:2.wav,DRS is now disabled,
\voice\overtaking_aids\drs_disabled:3.wav,DRS is disabled,
\voice\overtaking_aids\drs_disabled:4.wav,DRS is no longer available,
\voice\overtaking_aids\drs_disabled:5.wav,DRS has been disabled,
\voice\overtaking_aids\drs_enabled:1.wav,DRS is now available,
\voice\overtaking_aids\drs_enabled:2.wav,the race director has enabled DRS,
\voice\overtaking_aids\drs_enabled:3.wav,DRS has been enabled,
\voice\overtaking_aids\drs_enabled:4.wav,DRS is enabled,
\voice\overtaking_aids\drs_enabled:5.wav,DRS is now available,
\voice\overtaking_aids\five_ptp_activations_remaining:1.wav,you've got 5 push to pass activations left,
\voice\overtaking_aids\five_ptp_activations_remaining:2.wav,5 push to pass activations left,
\voice\overtaking_aids\five_ptp_activations_remaining:3.wav,5 push to pass activations remaining,
\voice\overtaking_aids\five_ptp_activations_remaining:4.wav,that's 5 push to pass activations left,
\voice\overtaking_aids\guy_behind_has_drs:1.wav,this car will now have DRS,
\voice\overtaking_aids\guy_behind_has_drs:1_male.wav,this guy will now have DRS,
\voice\overtaking_aids\guy_behind_has_drs:2.wav,this car's in DRS range,
\voice\overtaking_aids\guy_behind_has_drs:2_male.wav,this guy's in DRS range,
\voice\overtaking_aids\guy_behind_has_drs:3.wav,the car behind has now got DRS,
\voice\overtaking_aids\guy_behind_has_drs:3_male.wav,the guy behind has now got DRS,
\voice\overtaking_aids\no_activations_remaining:1.wav,no more push-to-pass activations remaining,
\voice\overtaking_aids\no_activations_remaining:2.wav,you got no more push-to-pass,
\voice\overtaking_aids\no_activations_remaining:3.wav,no more push-to-pass activations,
\voice\overtaking_aids\one_activation_remaining:1.wav,you got one more push-to-pass,
\voice\overtaking_aids\one_activation_remaining:2.wav,one more push-to-pass activation,
\voice\overtaking_aids\one_activation_remaining:3.wav,one activation remaining,
\voice\overtaking_aids\push_to_pass_now_available:1.wav,"okay, push-to-pass is now available",
\voice\overtaking_aids\push_to_pass_now_available:2.wav,push-to-pass is available,
\voice\overtaking_aids\push_to_pass_now_available:3.wav,push-to-pass is now available,
\voice\overtaking_aids\remember_to_use_ptp:1.wav,remember to use your push-to-pass allocation,
\voice\overtaking_aids\remember_to_use_ptp:2.wav,don't forget your push-to-pass,
\voice\overtaking_aids\remember_to_use_ptp:3.wav,"remember, use your push-to-pass allocation",
\voice\overtaking_aids\remember_to_use_ptp:4.wav,remember to use your push-to-pass allocation,
\voice\overtaking_aids\remember_to_use_ptp:5.wav,don't forget your push-to-pass allocation,
\voice\overtaking_aids\remember_to_use_ptp:6.wav,don't forget push-to-pass,
\voice\overtaking_aids\remember_to_use_ptp:7.wav,"remember, use your push-to-pass",
\voice\overtaking_aids\ten_ptp_activations_remaining:1.wav,you've got 10 push to pass activations left,
\voice\overtaking_aids\ten_ptp_activations_remaining:2.wav,10 push to pass activations left,
\voice\overtaking_aids\ten_ptp_activations_remaining:3.wav,10 push to pass activations remaining,
\voice\overtaking_aids\ten_ptp_activations_remaining:4.wav,that's 10 push to pass activations left,
\voice\overtaking_aids\three_ptp_activations_remaining:1.wav,3 push to pass activations left,
\voice\overtaking_aids\three_ptp_activations_remaining:2.wav,3 push to pass activations remaining,
\voice\overtaking_aids\three_ptp_activations_remaining:3.wav,we have 3 push to pass activations left,
\voice\overtaking_aids\three_ptp_activations_remaining:4.wav,3 push to pass activations remaining,
\voice\pace_notes\playback_ended:1.wav,stopping pace notes,
\voice\pace_notes\playback_ended:2.wav,"ok, pace notes are now stopped",
\voice\pace_notes\playback_ended:3.wav,pace notes are stopped,
\voice\pace_notes\playback_ended:4.wav,stopping pace notes,
\voice\pace_notes\playback_started:1.wav,"ok, enabling pace notes",
\voice\pace_notes\playback_started:2.wav,"acknowledged, pace notes are now enabled",
\voice\pace_notes\playback_started:3.wav,"ok, pace notes will now play",
\voice\pace_notes\playback_started:4.wav,playing pace notes,
\voice\pace_notes\recording_ended:1.wav,pace notes completed,
\voice\pace_notes\recording_ended:2.wav,"ok, pace notes completed",
\voice\pace_notes\recording_ended:3.wav,"ok, pace notes finished",
\voice\pace_notes\recording_ended:4.wav,pace notes recording stopped,
\voice\pace_notes\recording_ended:5.wav,pace notes recording stopped,
\voice\pace_notes\recording_started:1.wav,"ok, we're now recording pace notes",
\voice\pace_notes\recording_started:2.wav,pace notes recording started,
\voice\pace_notes\recording_started:3.wav,pace notes recording started,
\voice\pace_notes\recording_started:4.wav,pace notes are now recording,
\voice\pearls_of_wisdom\keep_it_up:1.wav,"keep it up, we're looking good here",
\voice\pearls_of_wisdom\keep_it_up:10.wav,"awesome stuff, mate, keep it coming",
\voice\pearls_of_wisdom\keep_it_up:11.wav,"great driving, keep it up",
\voice\pearls_of_wisdom\keep_it_up:12.wav,"loving this, mate, this is perfect",
\voice\pearls_of_wisdom\keep_it_up:14.wav,"we like this, keep doing it",
\voice\pearls_of_wisdom\keep_it_up:15.wav,"this is good, keep banging out them laptimes",
\voice\pearls_of_wisdom\keep_it_up:16_male.wav,"you're the man, stay on it",
\voice\pearls_of_wisdom\keep_it_up:17.wav,"this is excellent, mate, keep it up",
\voice\pearls_of_wisdom\keep_it_up:19_male.wav,"keep it coming, man, this is great",
\voice\pearls_of_wisdom\keep_it_up:2_op_prefix_ok.wav,"keep doing what you're doing, this is spot on",
\voice\pearls_of_wisdom\keep_it_up:3.wav,"great stuff, keep it coming, mate",
\voice\pearls_of_wisdom\keep_it_up:4.wav,"this is brilliant, keep it up",
\voice\pearls_of_wisdom\keep_it_up:5_op_prefix_ok.wav,"just keep hitting your marks, this is looking good",
\voice\pearls_of_wisdom\keep_it_up:6.wav,"this is brilliant, keep it up",
\voice\pearls_of_wisdom\keep_it_up:7_op_prefix_well_done.wav,"this is great, come on, keep nailing those exits",
\voice\pearls_of_wisdom\keep_it_up:8_op_prefix_well_done.wav,"you're looking really good, come on, keep your focus",
\voice\pearls_of_wisdom\keep_it_up:9_op_prefix_well_done.wav,"this is terrific, exactly what we came here for",
\voice\pearls_of_wisdom\keep_it_up:sweary_13.wav,"this is fucking great, mate, keep it coming",
\voice\pearls_of_wisdom\keep_it_up:sweary_18.wav,"good stuff, mate, this is fucking excellent",
\voice\pearls_of_wisdom\must_do_better:1.wav,"come on, we can do better than this, focus on your exits, keep it smooth",
\voice\pearls_of_wisdom\must_do_better:10.wav,"come on, we should be doing better than this",
\voice\pearls_of_wisdom\must_do_better:11.wav,"what's going on, mate, come on, get your act together",
\voice\pearls_of_wisdom\must_do_better:12.wav,"this really isn't good enough, come on, start concentrating",
\voice\pearls_of_wisdom\must_do_better:19.wav,"we need quali-pace every lap now, mate, there might still be chances here",
\voice\pearls_of_wisdom\must_do_better:2.wav,"come on, get your head back into it, keep it smooth, focus on these lines",
\voice\pearls_of_wisdom\must_do_better:21_male.wav,"come on, man, this is disappointing, there's decent pace in this car",
\voice\pearls_of_wisdom\must_do_better:22_male.wav,"you're all over the place, come on, man, get your head back together",
\voice\pearls_of_wisdom\must_do_better:23_male.wav,"come on, man, smooth is fast, and we need fast right now",
\voice\pearls_of_wisdom\must_do_better:24_male.wav,"you're better than this, the car's better than this, get it together, man",
\voice\pearls_of_wisdom\must_do_better:27.wav,"qualifying pace now, come on, you can salvage something here",
\voice\pearls_of_wisdom\must_do_better:28.wav,"come on, no more mistakes, concentrate",
\voice\pearls_of_wisdom\must_do_better:29.wav,"maximize every lap, let's salvage what we can",
\voice\pearls_of_wisdom\must_do_better:3.wav,"come on, focus, we need more speed, don't try to brake later, just concentrate harder",
\voice\pearls_of_wisdom\must_do_better:4.wav,"come on, mate, we really need to get the hammer down now",
\voice\pearls_of_wisdom\must_do_better:5.wav,"push now, we need more speed",
\voice\pearls_of_wisdom\must_do_better:6.wav,"keep it neat and tidy, we still might get something out of this",
\voice\pearls_of_wisdom\must_do_better:7.wav,"keep it together, come on, the race isn't over yet",
\voice\pearls_of_wisdom\must_do_better:9.wav,"don't panic, you got time to sort this out",
\voice\pearls_of_wisdom\must_do_better:sweary_13.wav,"come on, try fucking harder",
\voice\pearls_of_wisdom\must_do_better:sweary_14.wav,"this is a bit crap, come on, mate, get your act together",
\voice\pearls_of_wisdom\must_do_better:sweary_15.wav,"fucking hell, get your head down",
\voice\pearls_of_wisdom\must_do_better:sweary_16.wav,"come on, stop being so shit, try bloody harder",
\voice\pearls_of_wisdom\must_do_better:sweary_18_male.wav,"come on, man, stop fucking it up",
\voice\pearls_of_wisdom\must_do_better:sweary_20_male.wav,"come on, man, if somebody fucks up in front we need to be able to take advantage",
\voice\pearls_of_wisdom\must_do_better:sweary_25.wav,"come on, stop fucking it up",
\voice\pearls_of_wisdom\must_do_better:sweary_26.wav,"this is a bit shit, come on, make it less shit",
\voice\pearls_of_wisdom\must_do_better:sweary_8.wav,"come on, mate, get your ass in gear, we can do better than this",
\voice\pearls_of_wisdom\neutral:10.wav,"focus on the exits, we can go faster here",
\voice\pearls_of_wisdom\neutral:11_op_prefix_ok.wav,"there'll be chances here, let's make sure we can take them",
\voice\pearls_of_wisdom\neutral:12_op_prefix_ok.wav,"don't think about the lap times, just hit each and every apex",
\voice\pearls_of_wisdom\neutral:13.wav,"come on, keep digging",
\voice\pearls_of_wisdom\neutral:14.wav,keep digging,
\voice\pearls_of_wisdom\neutral:15.wav,"stay on it, keep digging",
\voice\pearls_of_wisdom\neutral:16_male.wav,"come on, man, keep pushing",
\voice\pearls_of_wisdom\neutral:17.wav,"nail every corner, let's take whatever chances we can",
\voice\pearls_of_wisdom\neutral:18.wav,"stay calm, keep it smooth",
\voice\pearls_of_wisdom\neutral:19.wav,"come on, head up, keep your focus further down the track",
\voice\pearls_of_wisdom\neutral:1_op_prefix_ok.wav,"come on, stay focused, apexes and exits, apexes and exits",
\voice\pearls_of_wisdom\neutral:2.wav,"we're looking all right here, keep your concentration, nice and smooth",
\voice\pearls_of_wisdom\neutral:20.wav,"nice and smooth, don't overdrive the car",
\voice\pearls_of_wisdom\neutral:21.wav,"hit all your apexes, wait for the chances to come, mate",
\voice\pearls_of_wisdom\neutral:22.wav,"nice and smooth with that throttle, keep it balanced",
\voice\pearls_of_wisdom\neutral:3.wav,"this is okay, keep those exit speeds up",
\voice\pearls_of_wisdom\neutral:4.wav,"stay focused, we're still in this",
\voice\pearls_of_wisdom\neutral:5.wav,"stay on it, this isn't over yet",
\voice\pearls_of_wisdom\neutral:6.wav,"keep digging, this isn't over yet",
\voice\pearls_of_wisdom\neutral:7_op_prefix_ok.wav,"keep it nice and smooth, come on, let the race come to us",
\voice\pearls_of_wisdom\neutral:8.wav,"come on, let's put this hard work to good use",
\voice\pearls_of_wisdom\neutral:9_op_prefix_ok.wav,"relax, focus, keep it smooth",
\voice\penalties\blue_move_now_or_be_penalized:1.wav,"blue flag, move over or we will be penalized",
\voice\penalties\blue_move_now_or_be_penalized:2.wav,"let this guy through, or we're gonna get penalized",
\voice\penalties\blue_move_now_or_be_penalized:3.wav,"blue flag, let him go or we'll be penalized",
\voice\penalties\blue_move_now_or_be_penalized:4.wav,"blue flag, let him go or we'll get a penalty",
\voice\penalties\blue_move_now_or_be_penalized:5.wav,"blue flag, move now or we'll be penalized",
\voice\penalties\blue_move_now_or_be_penalized:6.wav,"blue flag, you've got to let this guy through or they'll give us a penalty",
\voice\penalties\blue_move_now_or_be_penalized:7.wav,"let this guy through or we'll be penalized, blue flag",
\voice\penalties\blue_move_now_or_be_penalized:8.wav,"blue flag, let him go or we'll get a penalty",
\voice\penalties\car_to_car_collision:1.wav,take care please,
\voice\penalties\car_to_car_collision:2.wav,be careful,
\voice\penalties\car_to_car_collision:3.wav,be careful,
\voice\penalties\car_to_car_collision:4.wav,"come on, be careful",
\voice\penalties\car_to_car_collision:5.wav,be careful,
\voice\penalties\car_to_car_collision:6.wav,"come on, wake up",
\voice\penalties\car_to_car_collision:7.wav,"come on, wake up",
\voice\penalties\car_to_car_collision:8.wav,be careful please,
\voice\penalties\cut_track_in_prac_or_qual:1.wav,watch those track limits,
\voice\penalties\cut_track_in_prac_or_qual:10.wav,"track limits, this lap will be deleted",
\voice\penalties\cut_track_in_prac_or_qual:11.wav,"watch those track limits, they'll delete this lap",
\voice\penalties\cut_track_in_prac_or_qual:12.wav,"this lap won't count, you've cut the track",
\voice\penalties\cut_track_in_prac_or_qual:13.wav,"the stewards have warned us for cutting the track, they'll delete this lap",
\voice\penalties\cut_track_in_prac_or_qual:14.wav,"this lap will be deleted, watch the track limits",
\voice\penalties\cut_track_in_prac_or_qual:15_op_prefix_oh_dear.wav,"come on, keep it between the lines, they'll delete this lap",
\voice\penalties\cut_track_in_prac_or_qual:16.wav,"come on, keep it between the white lines, this lap won't count",
\voice\penalties\cut_track_in_prac_or_qual:17.wav,"this lap won't count, watch those track limits",
\voice\penalties\cut_track_in_prac_or_qual:18.wav,"this lap will be deleted, watch the track limits",
\voice\penalties\cut_track_in_prac_or_qual:19_op_prefix_oh_dear.wav,"come on, man, watch them track limits, this lap won't count",
\voice\penalties\cut_track_in_prac_or_qual:2.wav,keep it between the white lines,
\voice\penalties\cut_track_in_prac_or_qual:20.wav,"track limits, this lap will be deleted",
\voice\penalties\cut_track_in_prac_or_qual:21.wav,"they'll delete this lap, you've cut the track",
\voice\penalties\cut_track_in_prac_or_qual:22.wav,"track limits, the lap won't count",
\voice\penalties\cut_track_in_prac_or_qual:23.wav,"come on, watch those track limits, this lap will be deleted",
\voice\penalties\cut_track_in_prac_or_qual:24.wav,"this lap will be invalidated, watch the track limits",
\voice\penalties\cut_track_in_prac_or_qual:3.wav,you've gone outside of track limits there,
\voice\penalties\cut_track_in_prac_or_qual:4.wav,watch those track limits,
\voice\penalties\cut_track_in_prac_or_qual:5.wav,"track limits, come on, keep it between the white lines",
\voice\penalties\cut_track_in_prac_or_qual:6.wav,"track limits, they'll invalidate this lap",
\voice\penalties\cut_track_in_prac_or_qual:7.wav,"track limits, come on, this lap won't count",
\voice\penalties\cut_track_in_prac_or_qual:8.wav,"this lap won't count, track limits",
\voice\penalties\cut_track_in_prac_or_qual:9_op_prefix_oh_dear.wav,"track limits, come on, this lap will be deleted",
